member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_jeffrey,Jeffrey Davis Allen,The Silmarillion,Del Rey,novela,J.R.R. TOLKIEN,library_checkout_P0006094,New,P0006094
res_partner_paul,Paul Figueroa Smith,Der Fluch der Kaiserin. Ein Richter- Di- Roman.,Goldmann,cuento,Eleanor Cooney,library_checkout_P0006095,Returned,P0006095
res_partner_mary,Mary Nelson Stanley,Fast Food Nation: The Dark Side of the All-American Meal,Perennial,cuento,Eric Schlosser,library_checkout_P0006096,Borrowed,P0006096
res_partner_brianna,Brianna Barker Barnett,The Straw Men,Jove Books,cuento,Michael Marshall,library_checkout_P0006097,Returned,P0006097
res_partner_donna,Donna Hood Harvey,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,Random House,ensayo,DANA REEVE,library_checkout_P0006098,Borrowed,P0006098
res_partner_robin,Robin Davis Barker,War of the Worlds,Berkley Publishing Group,cuento,H. G. Wells,library_checkout_P0006099,Returned,P0006099
res_partner_jackie,Jackie Mcmahon Brown,Elfstones of Shannara,Del Rey Books,égloga,Terry Brooks,library_checkout_P0006100,New,P0006100
res_partner_jessica,Jessica Ellis Moore,About a Boy (Movie Tie-In),Riverhead Books,novela,Nick Hornby,library_checkout_P0006101,New,P0006101
res_partner_brianna,Brianna Barker Barnett,"Hand Of An Angel (Silhouette Desire, No 844)",Silhouette,cuento,BJ James,library_checkout_P0006102,Returned,P0006102
res_partner_alexandria,Alexandria Castillo Gilmore,Skin And Bones,Aladdin,cuento,Franklin W. Dixon,library_checkout_P0006103,Canceled,P0006103
res_partner_keith,Keith Garcia Cook,Puerto Vallarta Squeeze,Warner Books,égloga,Robert James Waller,library_checkout_P0006104,Borrowed,P0006104
res_partner_robin,Robin Davis Barker,Praying for Sleep,Signet Book,novela,Jeffery Deaver,library_checkout_P0006105,Returned,P0006105
res_partner_richard,Richard Bell Jones,The Magician's Nephew (Narnia),HarperTrophy,crónica,C. S. Lewis,library_checkout_P0006106,Returned,P0006106
res_partner_cody,Cody Rodriguez Hood,Chicken Soup for the Soul (Chicken Soup for the Soul),Health Communications,égloga,Jack Canfield,library_checkout_P0006107,Canceled,P0006107
res_partner_kimberly,Kimberly Jenkins Davis,Toxin,Putnam Pub Group,crónica,Robin Cook,library_checkout_P0006108,Canceled,P0006108
res_partner_deborah,Deborah Butler Martinez,The Day I Almost Quit,F.J. Moody,novela,Frederick J. Moody,library_checkout_P0006109,Borrowed,P0006109
res_partner_tiffany,Tiffany Schultz Adams,Little Princess,Barnes Noble Books,cuento,Frances Hodgson Burnett,library_checkout_P0006110,Borrowed,P0006110
res_partner_victor,Victor Perez Watkins,Deck the Halls,Simon &amp,novela,Mary Higgins Clark,library_checkout_P0006111,New,P0006111
res_partner_michael,Michael Lewis Wright,Darwin's Radio,Ballantine Books,égloga,Greg Bear,library_checkout_P0006112,Returned,P0006112
res_partner_sonya,Sonya Kim Sweeney,The Testament,Doubleday Books,ensayo,John Grisham,library_checkout_P0006113,New,P0006113
res_partner_sheila,Sheila Wall Hernandez,The Complete Hot &amp,Emma Callery,crónica,Spicy Cookbook,library_checkout_P0006114,New,P0006114
res_partner_jacqueline,Jacqueline Moon Davidson,Oliver Twist (Great Illustrated Classics),Playmore Inc. Publishers,égloga,Charles Dickens,library_checkout_P0006115,Returned,P0006115
res_partner_patricia,Patricia Stewart Hahn,Goodbye to the Buttermilk Sky,River City Pub,cuento,Julia Oliver,library_checkout_P0006116,Returned,P0006116
res_partner_tiffany,Tiffany Cantrell Houston,Choke,Anchor,égloga,CHUCK PALAHNIUK,library_checkout_P0006117,New,P0006117
res_partner_yvette,Yvette Coleman Lawson,A Painted House,Dell Publishing Company,cuento,John Grisham,library_checkout_P0006118,Borrowed,P0006118
res_partner_brent,Brent Weaver Pearson,The Bear and the Dragon,G. P. Putnam's Sons,égloga,Tom Clancy,library_checkout_P0006119,Returned,P0006119
res_partner_sarah,Sarah Horne Porter,Breaking Clean,Knopf,novela,JUDY BLUNT,library_checkout_P0006120,Canceled,P0006120
res_partner_joseph,Joseph Jackson Watts,Pigs in Heaven,Harpercollins,cuento,Barbara Kingsolver,library_checkout_P0006121,Returned,P0006121
res_partner_sue,Sue Reed Sanders,The crow road,Abacus,ensayo,Iain Banks,library_checkout_P0006122,Borrowed,P0006122
res_partner_amy,Amy Ingram Taylor,Puerto Vallarta Squeeze,Warner Books,égloga,Robert James Waller,library_checkout_P0006123,Borrowed,P0006123
res_partner_denise,Denise Lee Douglas,Primary Target,Berkley Publishing Group,ensayo,Joe Weber,library_checkout_P0006124,New,P0006124
res_partner_willie,Willie Hardin May,Trying to Save Piggy Sneed,Arcade Publishing,carta,John Irving,library_checkout_P0006125,New,P0006125
res_partner_megan,Megan Ryan Doyle,Neun ErzÃƒ?Ã‚Â¤hlungen.,Rowohlt Tb.,cuento,Jerome D. Salinger,library_checkout_P0006126,Borrowed,P0006126
res_partner_shawn,Shawn Bailey Davidson,Congo,Ballantine Books,crónica,Michael Crichton,library_checkout_P0006127,Returned,P0006127
res_partner_angela,Angela Holmes Johnson,The Missionary's Catechism,US,carta,Russell L. Ford,library_checkout_P0006128,Borrowed,P0006128
res_partner_travis,Travis Ellis Miller,A Life God Rewards for Teens (The Breakthrough Series),Multnomah,égloga,Bruce Wilkinson,library_checkout_P0006129,Borrowed,P0006129
res_partner_jason,Jason Pierce Schaefer,Das Kind von morgen. ErzÃhlungen.,Diogenes Verlag,égloga,Ray Bradbury,library_checkout_P0006130,New,P0006130
res_partner_joel,Joel Peterson Owens,"HOW TO WIN FRIENDS, REVISED",Simon &amp,égloga,Dale Carnegie,library_checkout_P0006131,New,P0006131
res_partner_joseph,Joseph Thompson Watkins,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,Broadway Books,égloga,Pat Head Summitt,library_checkout_P0006132,Returned,P0006132
res_partner_jacqueline,Jacqueline Ruiz Schneider,Back Roads,Signet Book,novela,Tawni O'Dell,library_checkout_P0006133,Returned,P0006133
res_partner_paula,Paula Lee Allen,Wuthering Heights,Bantam,crónica,EMILY BRONTE,library_checkout_P0006134,Returned,P0006134
res_partner_sandra,Sandra Baker Hughes,A Tree Grows in Brooklyn,Perennial,novela,Betty Smith,library_checkout_P0006135,Borrowed,P0006135
res_partner_sonya,Sonya Kim Sweeney,Fighter: The True Story of the Battle of Britain,Harper Mass Market Paperbacks (Mm),carta,Len Deighton,library_checkout_P0006136,Canceled,P0006136
res_partner_joseph,Joseph Merritt House,Always a Thief,Bantam Books,égloga,Kay Hooper,library_checkout_P0006137,New,P0006137
res_partner_brandon,Brandon Webb Ochoa,To Kill a Mockingbird,Little Brown &amp,égloga,Harper Lee,library_checkout_P0006138,New,P0006138
res_partner_elizabeth,Elizabeth Holland Bond,Liar's Game,Dutton Books,cuento,Eric Jerome Dickey,library_checkout_P0006139,Returned,P0006139
res_partner_thomas,Thomas Perkins Vega,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,Teamcom Books,novela,Bruce Fries,library_checkout_P0006140,Canceled,P0006140
res_partner_heather,Heather West Davis,Symposium,Hackett Pub Co Inc,novela,Paul Woodruff,library_checkout_P0006141,Canceled,P0006141
res_partner_stacey,Stacey Silva Mcintosh,The Last Juror,Doubleday,cuento,John Grisham,library_checkout_P0006142,Returned,P0006142
res_partner_daniel,Daniel Jones Sampson,Unveiled at Last,YWAM Publishing,ensayo,Bob Sjogren,library_checkout_P0006143,Canceled,P0006143
res_partner_susan,Susan Williams White,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",Forge,novela,Jack Whyte,library_checkout_P0006144,New,P0006144
res_partner_morgan,Morgan Whitehead Massey,French Lieutenant's Woman,Signet Book,novela,John Fowles,library_checkout_P0006145,Returned,P0006145
res_partner_john,John Brown Anderson,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",Harlequin,égloga,Sandra Field,library_checkout_P0006146,Returned,P0006146
res_partner_mathew,Mathew Hancock Hutchinson,The Firm,Bantam Dell Publishing Group,égloga,John Grisham,library_checkout_P0006147,New,P0006147
res_partner_lindsay,Lindsay Walsh Moon,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Forge,carta,Andrew M. Greeley,library_checkout_P0006148,Returned,P0006148
res_partner_anna,Anna Mosley Lee,Grass,Spectra Books,crónica,Sheri S. Tepper,library_checkout_P0006149,Returned,P0006149
res_partner_diana,Diana Johnson Carter,Tea with the Black Dragon,Bantam Books,ensayo,R. A. MacAvoy,library_checkout_P0006150,Canceled,P0006150
res_partner_nicholas,Nicholas Cruz Conner,The Big Picture,Warner Books (Mm),ensayo,Douglas Kennedy,library_checkout_P0006151,Canceled,P0006151
res_partner_carlos,Carlos Meyers Smith,The Green Mile,Pocket,ensayo,Stephen King,library_checkout_P0006152,New,P0006152
res_partner_kathryn,Kathryn Clarke Little,"Prize Stories, 1987: The O'Henry Awards",Doubleday Books,novela,William Abrahams,library_checkout_P0006153,Borrowed,P0006153
res_partner_jeremy,Jeremy Howell Jordan,Manhattan Hunt Club,Ballantine Books,crónica,JOHN SAUL,library_checkout_P0006154,Returned,P0006154
res_partner_leonard,Leonard Hood Turner,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Heyne,carta,Sue Townsend,library_checkout_P0006155,Returned,P0006155
res_partner_betty,Betty Ramirez Lee,Cloud Nine,Bantam Books,cuento,Luanne Rice,library_checkout_P0006156,Returned,P0006156
res_partner_brad,Brad Travis Todd,Midnight Blue,Warner Books,crónica,Dorothy Garlock,library_checkout_P0006157,Returned,P0006157
res_partner_kelly,Kelly Whitaker Gordon,QuerschÃƒ?Ã‚Â¼sse - Downsize This!,Piper,crónica,Michael Moore,library_checkout_P0006158,Returned,P0006158
res_partner_thomas,Thomas Spencer Sexton,The Grapes of Wrath,Penguin USA,cuento,John Steinbeck,library_checkout_P0006159,New,P0006159
res_partner_steven,Steven Sanders King,The Patient,Bantam Books,cuento,Michael Palmer,library_checkout_P0006160,Borrowed,P0006160
res_partner_erin,Erin Burnett Patterson,The Poisonwood Bible: A Novel,Perennial,cuento,Barbara Kingsolver,library_checkout_P0006161,Returned,P0006161
res_partner_april,April Hall Li,Liar's Game,Dutton Books,cuento,Eric Jerome Dickey,library_checkout_P0006162,New,P0006162
res_partner_taylor,Taylor Zamora Martinez,The Tortilla Curtain,Viking Books,carta,T. Coraghessan Boyle,library_checkout_P0006163,Borrowed,P0006163
res_partner_monica,Monica Martinez Lee,The Loop,Dell Publishing Company,carta,Nicholas Evans,library_checkout_P0006164,Returned,P0006164
res_partner_joseph,Joseph Howard Mitchell,U.S.S. Seawolf,HarperTorch,ensayo,Patrick Robinson,library_checkout_P0006165,Borrowed,P0006165
res_partner_james,James Smith Davis,Jacob Marley's Christmas Carol,Adams Media Corp,cuento,Tom Mula,library_checkout_P0006166,Canceled,P0006166
res_partner_travis,Travis Ellis Miller,I Ging. Das Buch der Wandlung. Das groÃƒ?Ã‚?e Weisheits- und Orakelbuch der alten Chinesen.,O. W. Barth Bei Scherz,crónica,John. Blofeld,library_checkout_P0006167,Borrowed,P0006167
res_partner_robert,Robert Lara Young,Sang Froyd (Balona Books),1stBooks Library,ensayo,Jonathan Pearce,library_checkout_P0006168,Returned,P0006168
res_partner_colleen,Colleen Howard Charles,The Redemption of Althalus,Del Rey,crónica,David Eddings,library_checkout_P0006169,Borrowed,P0006169
res_partner_alejandro,Alejandro Brown Frazier,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Avon,carta,Beatrice Sparks,library_checkout_P0006170,Canceled,P0006170
res_partner_jose,Jose Higgins Mcfarland,Operating Instructions: A Journal of My Son's First Year,Ballantine Books,novela,Anne Lamott,library_checkout_P0006171,New,P0006171
res_partner_karen,Karen Smith Reese,Life Messages: Inspiration For The Woman's Spirit,Andrews McMeel Publishing,crónica,Josephine Carlton,library_checkout_P0006172,New,P0006172
res_partner_nicholas,Nicholas Adkins Martinez,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),VIZ LLC,crónica,Junko Wada,library_checkout_P0006173,New,P0006173
res_partner_grace,Grace Thomas Anderson,Patapim e patapam (Le formiche),Baldini&amp,carta,Antonio Albanese,library_checkout_P0006174,Borrowed,P0006174
res_partner_jeff,Jeff Cooper Greene,Avalon: Web Of Magic #5: Spellsinger,Scholastic Paperbacks,carta,Rachel Roberts,library_checkout_P0006175,New,P0006175
res_partner_robin,Robin Davis Barker,I Giorni Dell'abbandono,Edizioni E/O,ensayo,Elena Ferrante,library_checkout_P0006176,New,P0006176
res_partner_lindsey,Lindsey Sanders Hernandez,You Be the Jury #02,Scholastic,égloga,Marvin Miller,library_checkout_P0006177,New,P0006177
res_partner_terrance,Terrance Sanchez Myers,The God of Small Things,Random House Inc,crónica,Arundhati Roy,library_checkout_P0006178,New,P0006178
res_partner_james,James Watson Ortiz,The Silmarillion,Houghton Mifflin,carta,J.R.R. Tolkien,library_checkout_P0006179,Canceled,P0006179
res_partner_ryan,Ryan Bonilla Doyle,"Le Guide galactique, tome 1",Gallimard,égloga,Jean Bonnefoy,library_checkout_P0006180,Borrowed,P0006180
res_partner_john,John Kim Barton,Die Liebe in Den Zelten,Deutscher Taschenbuch Verlag (DTV),crónica,Gabriel Garcia Marquez,library_checkout_P0006181,Borrowed,P0006181
res_partner_judith,Judith Mckay Stark,A Dangerous Place: California's Unsettling Fate (Images of America),Pantheon Books,ensayo,Marc Reisner,library_checkout_P0006182,New,P0006182
res_partner_vincent,Vincent Branch Walker,Samuel Taylor Coelridge (Everyman Poetry Library),Everyman Paperback Classics,carta,John Beer,library_checkout_P0006183,New,P0006183
res_partner_charles,Charles Baker Morris,Symposium,Hackett Pub Co Inc,novela,Paul Woodruff,library_checkout_P0006184,New,P0006184
res_partner_cynthia,Cynthia Armstrong Warren,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Broadway Books,cuento,Bill Bryson,library_checkout_P0006185,New,P0006185
res_partner_christopher,Christopher Carter Strong,Angel Falls,Ballantine Books,novela,KRISTIN HANNAH,library_checkout_P0006186,Returned,P0006186
res_partner_derek,Derek Collins Cannon,Four Blind Mice,"Little, Brown",crónica,James Patterson,library_checkout_P0006187,New,P0006187
res_partner_katherine,Katherine Edwards Cantu,Mount Vernon Love Story : A Novel of George and Martha Washington,Simon &amp,novela,Mary Higgins Clark,library_checkout_P0006188,Borrowed,P0006188
res_partner_jackie,Jackie Johnson Gonzalez,I Was Amelia Earhart,Random House Inc,novela,Jane Mendelsohn,library_checkout_P0006189,Returned,P0006189
res_partner_caitlin,Caitlin Gray Byrd,Trial by Fire,Scholastic Paperbacks,cuento,Rachel Roberts,library_checkout_P0006190,Borrowed,P0006190
res_partner_robert,Robert Pitts Garza,Daddy's Little Girl,Simon &amp,ensayo,Mary Higgins Clark,library_checkout_P0006191,Borrowed,P0006191
res_partner_amanda,Amanda Moore Carter,A-Z of Behaving Badly,Trafalgar Square,novela,Simon Nye,library_checkout_P0006192,Borrowed,P0006192
res_partner_diane,Diane Parker Johnson,Random Winds,Dell,ensayo,Belva Plain,library_checkout_P0006193,Returned,P0006193
res_partner_teresa,Teresa Mcdonald Rowe,Vice,Bantam,carta,Jane Feather,library_checkout_P0006194,New,P0006194
res_partner_jose,Jose Higgins Mcfarland,Fg on Our Immigrant Ance,Avon,ensayo,J Smith,library_checkout_P0006195,Canceled,P0006195
res_partner_ashley,Ashley Burgess Montgomery,Ghost Moon,Dell Publishing Company,novela,Karen Robards,library_checkout_P0006196,New,P0006196
res_partner_louis,Louis Garcia Chandler,The Grave Maurice (Richard Jury Novels),Onyx Books,novela,Martha Grimes,library_checkout_P0006197,Returned,P0006197
res_partner_krista,Krista Mills Padilla,The Gospel of Judas: A Novel,Back Bay Books,carta,Simon Mawer,library_checkout_P0006198,New,P0006198
res_partner_randall,Randall Edwards Evans,The Sum of All Fears,Berkley Publishing Group,crónica,Tom Clancy,library_checkout_P0006199,Borrowed,P0006199
res_partner_melissa,Melissa Walker Perez,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),HarperCollins,crónica,Terry Pratchett,library_checkout_P0006200,New,P0006200
res_partner_jamie,Jamie Gardner Marks,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Fireside,cuento,Jacob Weisberg,library_checkout_P0006201,Borrowed,P0006201
res_partner_sandra,Sandra Baker Hughes,Silent Snow,Signet Book,crónica,Steve Thayer,library_checkout_P0006202,Borrowed,P0006202
res_partner_regina,Regina Thompson Wilson,Dragonsdawn,Ballantine Books,novela,Anne McCaffrey,library_checkout_P0006203,Canceled,P0006203
res_partner_brittany,Brittany Flynn Fox,Apocalipstick,Delta,cuento,SUE MARGOLIS,library_checkout_P0006204,Returned,P0006204
res_partner_richard,Richard Reynolds Gardner,Hiding in the Shadows (Shadows Trilogy (Paperback)),Bantam Books,carta,Kay Hooper,library_checkout_P0006205,Borrowed,P0006205
res_partner_stephen,Stephen Andrews Hernandez,Magic House of Numbers.,Harpercollins Library,cuento,Irving. Adler,library_checkout_P0006206,New,P0006206
res_partner_justin,Justin Collier King,LONG DARK TEA TIME OF THE SOUL,Pocket,égloga,Douglas Adams,library_checkout_P0006207,New,P0006207
res_partner_jason,Jason Edwards Jackson,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Penguin Books,égloga,Jasper Fforde,library_checkout_P0006208,Returned,P0006208
res_partner_debbie,Debbie Clark Young,Harlequin Valentine,Dark Horse Comics,égloga,Neil Gaiman,library_checkout_P0006209,Returned,P0006209
